# BUSCO version is: 5.5.0 
# The lineage dataset is: insecta_odb10 (Creation date: 2024-01-08, number of genomes: 75, number of BUSCOs: 1367)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
83312at50557	Complete	ptg000009l:87181765-87169234	87181765	87169234	-	375.4	282	https://v10-1.orthodb.org/?query=83312at50557	Alpha-2-macroglobulin RAP, C-terminal
83323at50557	Complete	ptg000013l:24533115-24561170	24533115	24561170	+	519.0	287	https://v10-1.orthodb.org/?query=83323at50557	Peptidase A22B, signal peptide peptidase
83433at50557	Complete	ptg000012l:90754868-90738494	90754868	90738494	-	320.8	217	https://v10-1.orthodb.org/?query=83433at50557	Zinc finger, CCHC-type
83523at50557	Complete	ptg000048l:9412340-9414058	9412340	9414058	+	633.8	477	https://v10-1.orthodb.org/?query=83523at50557	Methyltransferase domain
83548at50557	Complete	ptg000176l:3687692-3680829	3687692	3680829	-	342.0	232	https://v10-1.orthodb.org/?query=83548at50557	Dolichyl-phosphate beta-glucosyltransferase
83686at50557	Complete	ptg000026l:29903270-29906318	29903270	29906318	+	316.3	176	https://v10-1.orthodb.org/?query=83686at50557	Saf4/Yju2 protein
83860at50557	Complete	ptg000048l:8358362-8371473	8358362	8371473	+	421.7	311	https://v10-1.orthodb.org/?query=83860at50557	Ribosomal protein S23/S29, mitochondrial
83902at50557	Complete	ptg000132l:2544595-2554121	2544595	2554121	+	313.7	209	https://v10-1.orthodb.org/?query=83902at50557	Leucine-rich repeat
84057at50557	Complete	ptg000010l:8421334-8422869	8421334	8422869	+	198.0	224	https://v10-1.orthodb.org/?query=84057at50557	AATF leucine zipper-containing domain
84083at50557	Complete	ptg000022l:8885670-8896173	8885670	8896173	+	509.3	271	https://v10-1.orthodb.org/?query=84083at50557	Cytoplasmic tRNA 2-thiolation protein 1
84147at50557	Complete	ptg000034l:5033713-5001458	5033713	5001458	-	505.6	317	https://v10-1.orthodb.org/?query=84147at50557	Proteasome component (PCI) domain
84237at50557	Complete	ptg000040l:6327819-6348029	6327819	6348029	+	302.4	242	https://v10-1.orthodb.org/?query=84237at50557	Short-chain dehydrogenase/reductase, conserved site
84251at50557	Complete	ptg000109l:323985-116880	323985	116880	-	498.6	327	https://v10-1.orthodb.org/?query=84251at50557	XAP5 protein
84269at50557	Complete	ptg000021l:14167740-14232073	14167740	14232073	+	548.4	299	https://v10-1.orthodb.org/?query=84269at50557	Protein kinase domain
84585at50557	Complete	ptg000057l:10578497-10597665	10578497	10597665	+	630.5	447	https://v10-1.orthodb.org/?query=84585at50557	Conserved oligomeric Golgi complex subunit 8
84610at50557	Complete	ptg000081l:19384180-19370672	19384180	19370672	-	397.1	247	https://v10-1.orthodb.org/?query=84610at50557	Spermidine synthase, tetramerisation domain
84764at50557	Complete	ptg000007l:18662600-18640528	18662600	18640528	-	489.0	267	https://v10-1.orthodb.org/?query=84764at50557	Protein kinase domain
85095at50557	Complete	ptg000025l:16886909-16885674	16886909	16885674	-	161.4	137	https://v10-1.orthodb.org/?query=85095at50557	Transcription factor Maf family
85318at50557	Complete	ptg000022l:7461658-7448579	7461658	7448579	-	431.5	235	https://v10-1.orthodb.org/?query=85318at50557	Potassium channel tetramerisation-type BTB domain
85463at50557	Complete	ptg000004l:45210844-45237969	45210844	45237969	+	447.6	257	https://v10-1.orthodb.org/?query=85463at50557	Zinc finger, RING-type
85561at50557	Complete	ptg000082l:70134405-70122504	70134405	70122504	-	416.4	227	https://v10-1.orthodb.org/?query=85561at50557	DNA-directed RNA polymerase, insert domain
85876at50557	Complete	ptg000005l:46696520-46667570	46696520	46667570	-	519.6	289	https://v10-1.orthodb.org/?query=85876at50557	Ribosomal protein L10P
85889at50557	Complete	ptg000006l:15026474-14995147	15026474	14995147	-	326.7	246	https://v10-1.orthodb.org/?query=85889at50557	Target SNARE coiled-coil homology domain
85903at50557	Complete	ptg000017l:29106356-29115869	29106356	29115869	+	454.8	320	https://v10-1.orthodb.org/?query=85903at50557	Winged helix-like DNA-binding domain superfamily
86015at50557	Complete	ptg000012l:91497772-91452376	91497772	91452376	-	276.5	181	https://v10-1.orthodb.org/?query=86015at50557	S-adenosylmethionine decarboxylase
86043at50557	Complete	ptg000010l:15827044-15811331	15827044	15811331	-	402.3	278	https://v10-1.orthodb.org/?query=86043at50557	WD40 repeat
86065at50557	Complete	ptg000745l:5636101-5629318	5636101	5629318	-	331.5	353	https://v10-1.orthodb.org/?query=86065at50557	microfibrillar-associated protein 1
86246at50557	Complete	ptg000113l:11912142-11923770	11912142	11923770	+	194.2	220	https://v10-1.orthodb.org/?query=86246at50557	tRNA intron endonuclease, catalytic domain-like
86488at50557	Complete	ptg000043l:8504755-8537786	8504755	8537786	+	377.6	238	https://v10-1.orthodb.org/?query=86488at50557	FR47-like
86592at50557	Complete	ptg000005l:72842500-72824901	72842500	72824901	-	309.2	286	https://v10-1.orthodb.org/?query=86592at50557	JmjC domain
86655at50557	Complete	ptg000030l:26670262-26653728	26670262	26653728	-	326.3	267	https://v10-1.orthodb.org/?query=86655at50557	METTL16/RlmF family
86747at50557	Complete	ptg000074l:18805885-18811713	18805885	18811713	+	232.2	238	https://v10-1.orthodb.org/?query=86747at50557	Nucleotide exchange factor Fes1
86748at50557	Complete	ptg000004l:19614949-19597391	19614949	19597391	-	522.6	298	https://v10-1.orthodb.org/?query=86748at50557	Ribosomal protein L4/L1e
87041at50557	Complete	ptg000083l:24826990-24839119	24826990	24839119	+	513.6	306	https://v10-1.orthodb.org/?query=87041at50557	Flap endonuclease 1
87063at50557	Complete	ptg000261l:1904525-1876325	1904525	1876325	-	418.3	320	https://v10-1.orthodb.org/?query=87063at50557	Suppressor APC domain-containing protein 1/2
87106at50557	Complete	ptg000048l:5628412-5663750	5628412	5663750	+	535.8	413	https://v10-1.orthodb.org/?query=87106at50557	FCP1 homology domain
87144at50557	Complete	ptg000053l:19659220-19667266	19659220	19667266	+	398.4	241	https://v10-1.orthodb.org/?query=87144at50557	CDK-activating kinase assembly factor MAT1
87181at50557	Complete	ptg000281l:1367770-1391436	1367770	1391436	+	423.6	227	https://v10-1.orthodb.org/?query=87181at50557	K Homology domain, type 1
87421at50557	Complete	ptg000492l:626784-663595	626784	663595	+	295.9	228	https://v10-1.orthodb.org/?query=87421at50557	JNK1/MAPK8-associated membrane protein
87518at50557	Complete	ptg000101l:10412007-10391308	10412007	10391308	-	258.4	168	https://v10-1.orthodb.org/?query=87518at50557	Repressor of RNA polymerase III transcription MAF1
87565at50557	Complete	ptg000075l:10364756-10385847	10364756	10385847	+	391.7	266	https://v10-1.orthodb.org/?query=87565at50557	Palmitoyltransferase
87712at50557	Complete	ptg000062l:18174156-18180806	18174156	18180806	+	497.9	305	https://v10-1.orthodb.org/?query=87712at50557	RmlD-like substrate binding domain
87750at50557	Complete	ptg000010l:29666965-29711781	29666965	29711781	+	276.1	581	https://v10-1.orthodb.org/?query=87750at50557	Golgin subfamily A
87828at50557	Complete	ptg000049l:37712461-37725124	37712461	37725124	+	373.1	240	https://v10-1.orthodb.org/?query=87828at50557	Sin3 histone deacetylase corepressor complex component SDS3
88202at50557	Complete	ptg000081l:2641007-2650004	2641007	2650004	+	424.3	247	https://v10-1.orthodb.org/?query=88202at50557	Ribosomal protein L18e/L15P
88227at50557	Complete	ptg000041l:23591536-23566256	23591536	23566256	-	398.5	245	https://v10-1.orthodb.org/?query=88227at50557	Bax inhibitor 1-related
88391at50557	Complete	ptg000062l:23632400-23659116	23632400	23659116	+	283.2	237	https://v10-1.orthodb.org/?query=88391at50557	Perilipin
88774at50557	Complete	ptg000060l:1997689-2000323	1997689	2000323	+	267.0	201	https://v10-1.orthodb.org/?query=88774at50557	Zinc finger, PHD-type
88846at50557	Complete	ptg000074l:1129821-1123581	1129821	1123581	-	333.8	244	https://v10-1.orthodb.org/?query=88846at50557	DnaJ domain
88991at50557	Complete	ptg000081l:52525223-52527310	52525223	52527310	+	326.8	221	https://v10-1.orthodb.org/?query=88991at50557	RNA recognition motif domain
89033at50557	Complete	ptg000041l:42376722-42365588	42376722	42365588	-	423.4	254	https://v10-1.orthodb.org/?query=89033at50557	Initiation factor 2B-related
89057at50557	Complete	ptg000083l:33803292-33793437	33803292	33793437	-	535.9	277	https://v10-1.orthodb.org/?query=89057at50557	Translation initiation factor 2, alpha subunit
89079at50557	Complete	ptg000014l:95281-68145	95281	68145	-	203.0	215	https://v10-1.orthodb.org/?query=89079at50557	Ubiquitin domain
89121at50557	Complete	ptg000016l:43546550-43525138	43546550	43525138	-	401.6	304	https://v10-1.orthodb.org/?query=89121at50557	Tetratricopeptide repeat
89135at50557	Complete	ptg000009l:55241795-55228651	55241795	55228651	-	202.0	250	https://v10-1.orthodb.org/?query=89135at50557	Ubiquitin-associated domain
89141at50557	Complete	ptg000009l:28243225-28268499	28243225	28268499	+	471.8	225	https://v10-1.orthodb.org/?query=89141at50557	F-actin-capping protein subunit beta
89317at50557	Complete	ptg000014l:15870854-15856134	15870854	15856134	-	374.6	193	https://v10-1.orthodb.org/?query=89317at50557	Chitin binding domain
89383at50557	Complete	ptg000052l:14605470-14588283	14605470	14588283	-	299.0	194	https://v10-1.orthodb.org/?query=89383at50557	Glycosyl transferase, family 8
89433at50557	Complete	ptg000082l:86615963-86640459	86615963	86640459	+	761.6	578	https://v10-1.orthodb.org/?query=89433at50557	Pentatricopeptide repeat
89456at50557	Complete	ptg000005l:70272541-70258140	70272541	70258140	-	246.0	226	https://v10-1.orthodb.org/?query=89456at50557	GTP binding domain
89483at50557	Complete	ptg000009l:87972070-87987225	87972070	87987225	+	220.7	182	https://v10-1.orthodb.org/?query=89483at50557	Ribosomal biogenesis regulatory protein
89725at50557	Complete	ptg000017l:38626405-38643065	38626405	38643065	+	345.3	185	https://v10-1.orthodb.org/?query=89725at50557	Cytochrome c heme lyase
89752at50557	Complete	ptg000078l:32723542-32747203	32723542	32747203	+	284.0	137	https://v10-1.orthodb.org/?query=89752at50557	Translation initiation factor IF2/IF5
90015at50557	Complete	ptg000071l:13297268-13313725	13297268	13313725	+	293.7	243	https://v10-1.orthodb.org/?query=90015at50557	Alpha-ketoglutarate-dependent dioxygenase AlkB-like
90128at50557	Complete	ptg000078l:35921706-35862818	35921706	35862818	-	432.6	233	https://v10-1.orthodb.org/?query=90128at50557	TRIC channel
90145at50557	Complete	ptg000088l:34476-2090	34476	2090	-	149.9	162	https://v10-1.orthodb.org/?query=90145at50557	checkpoint protein HUS1
90169at50557	Complete	ptg000034l:4877279-4881343	4877279	4881343	+	373.5	223	https://v10-1.orthodb.org/?query=90169at50557	Seipin family
90208at50557	Complete	ptg000142l:53113838-53129988	53113838	53129988	+	503.9	283	https://v10-1.orthodb.org/?query=90208at50557	Ubiquitin-like modifier-activating enzyme 5
90265at50557	Complete	ptg000038l:18661611-18668037	18661611	18668037	+	322.3	191	https://v10-1.orthodb.org/?query=90265at50557	Pre-mRNA-splicing factor Isy1
90358at50557	Complete	ptg000010l:8817278-8835109	8817278	8835109	+	268.2	279	https://v10-1.orthodb.org/?query=90358at50557	WD40 repeat
90369at50557	Complete	ptg000005l:47492062-47455732	47492062	47455732	-	453.1	357	https://v10-1.orthodb.org/?query=90369at50557	Iron hydrogenase, large subunit, C-terminal
90505at50557	Complete	ptg000009l:4619866-4596566	4619866	4596566	-	643.4	357	https://v10-1.orthodb.org/?query=90505at50557	EF-Hand 1, calcium-binding site
90549at50557	Complete	ptg000083l:43424706-43398628	43424706	43398628	-	365.2	210	https://v10-1.orthodb.org/?query=90549at50557	Carbonic anhydrase
90640at50557	Complete	ptg000122l:854583-849559	854583	849559	-	279.0	212	https://v10-1.orthodb.org/?query=90640at50557	Ribosomal protein S22, mitochondrial
90686at50557	Complete	ptg000038l:40426407-40412599	40426407	40412599	-	406.3	312	https://v10-1.orthodb.org/?query=90686at50557	GPCR, family 2-like
90744at50557	Complete	ptg000052l:25939682-25947222	25939682	25947222	+	504.4	273	https://v10-1.orthodb.org/?query=90744at50557	26S proteasome non-ATPase regulatory subunit 7
90774at50557	Complete	ptg000009l:4248904-4250880	4248904	4250880	+	238.5	145	https://v10-1.orthodb.org/?query=90774at50557	Uncharacterized protein, isoform A
90885at50557	Complete	ptg000016l:63077765-63068666	63077765	63068666	-	395.6	260	https://v10-1.orthodb.org/?query=90885at50557	SAGA-associated factor 29
90950at50557	Complete	ptg000016l:60253235-60241326	60253235	60241326	-	346.4	246	https://v10-1.orthodb.org/?query=90950at50557	Reduced growth phenotype protein 1
91349at50557	Complete	ptg000014l:8486313-8502051	8486313	8502051	+	362.1	246	https://v10-1.orthodb.org/?query=91349at50557	NUDIX hydrolase domain
91571at50557	Complete	ptg000090l:4139727-4129650	4139727	4129650	-	386.5	214	https://v10-1.orthodb.org/?query=91571at50557	SH3 domain
91616at50557	Complete	ptg000005l:96393763-96415781	96393763	96415781	+	260.3	233	https://v10-1.orthodb.org/?query=91616at50557	Vacuolar protein sorting-associated protein Ist1
91691at50557	Complete	ptg000072l:21127131-21150587	21127131	21150587	+	335.1	179	https://v10-1.orthodb.org/?query=91691at50557	GNAT domain
91696at50557	Complete	ptg000041l:7310274-7301492	7310274	7301492	-	255.5	187	https://v10-1.orthodb.org/?query=91696at50557	Phosphomannomutase
91911at50557	Complete	ptg000009l:5593644-5607009	5593644	5607009	+	409.1	203	https://v10-1.orthodb.org/?query=91911at50557	Ribosomal protein S2
91957at50557	Complete	ptg000082l:20283094-20168465	20283094	20168465	-	259.7	229	https://v10-1.orthodb.org/?query=91957at50557	RH2 domain
92128at50557	Complete	ptg000005l:22001754-22112256	22001754	22112256	+	448.6	332	https://v10-1.orthodb.org/?query=92128at50557	Zinc finger, MYND-type
92202at50557	Complete	ptg000083l:24507610-24514235	24507610	24514235	+	423.7	225	https://v10-1.orthodb.org/?query=92202at50557	Ribosomal protein L4/L1e
92311at50557	Complete	ptg000012l:127478574-127490218	127478574	127490218	+	348.7	230	https://v10-1.orthodb.org/?query=92311at50557	Deoxyribose-phosphate aldolase
92412at50557	Complete	ptg000051l:46407174-46379990	46407174	46379990	-	476.2	421	https://v10-1.orthodb.org/?query=92412at50557	LOC551635
92555at50557	Complete	ptg000083l:18495437-18505325	18495437	18505325	+	97.7	125	https://v10-1.orthodb.org/?query=92555at50557	Dehydrodolichyl diphosphate synthase complex subunit Nus1
92708at50557	Complete	ptg000052l:7500679-7494972	7500679	7494972	-	190.7	152	https://v10-1.orthodb.org/?query=92708at50557	Zinc finger C2H2 superfamily
92898at50557	Complete	ptg000074l:8927737-8935047	8927737	8935047	+	346.4	220	https://v10-1.orthodb.org/?query=92898at50557	Thioredoxin domain
92918at50557	Complete	ptg000132l:3584191-3590254	3584191	3590254	+	486.0	453	https://v10-1.orthodb.org/?query=92918at50557	Pumilio RNA-binding repeat
93063at50557	Complete	ptg000081l:7789032-7796847	7789032	7796847	+	236.3	167	https://v10-1.orthodb.org/?query=93063at50557	Hydroxymethylglutaryl-CoA lyase
93160at50557	Complete	ptg000016l:80437675-80447938	80437675	80447938	+	304.0	201	https://v10-1.orthodb.org/?query=93160at50557	Cyclin-like
93282at50557	Complete	ptg000056l:4125998-4285312	4125998	4285312	+	397.0	253	https://v10-1.orthodb.org/?query=93282at50557	PTB/PI domain
93379at50557	Complete	ptg000082l:83152146-83114422	83152146	83114422	-	335.8	217	https://v10-1.orthodb.org/?query=93379at50557	Short-chain dehydrogenase/reductase SDR
93513at50557	Complete	ptg000025l:83158851-83177894	83158851	83177894	+	341.7	215	https://v10-1.orthodb.org/?query=93513at50557	Metallo-beta-lactamase
93695at50557	Complete	ptg000041l:60270331-60263119	60270331	60263119	-	398.4	253	https://v10-1.orthodb.org/?query=93695at50557	ECSIT
93746at50557	Complete	ptg000051l:34879346-34875311	34879346	34875311	-	291.4	175	https://v10-1.orthodb.org/?query=93746at50557	Ribosomal biogenesis, methyltransferase, EMG1/NEP1
93865at50557	Complete	ptg000101l:9149434-9144927	9149434	9144927	-	446.1	223	https://v10-1.orthodb.org/?query=93865at50557	F-box domain
94143at50557	Complete	ptg000041l:11220450-11247357	11220450	11247357	+	429.7	356	https://v10-1.orthodb.org/?query=94143at50557	Cytochrome P450
94216at50557	Complete	ptg000060l:1700051-1690885	1700051	1690885	-	513.3	404	https://v10-1.orthodb.org/?query=94216at50557	ERCC4 domain
94377at50557	Complete	ptg000003l:33448135-33446735	33448135	33446735	-	357.0	258	https://v10-1.orthodb.org/?query=94377at50557	Basic-leucine zipper domain
94422at50557	Complete	ptg000016l:49657267-49652738	49657267	49652738	-	285.2	180	https://v10-1.orthodb.org/?query=94422at50557	Proteasome subunit alpha type
94472at50557	Complete	ptg000026l:29125105-29074239	29125105	29074239	-	394.5	202	https://v10-1.orthodb.org/?query=94472at50557	Purine-rich element binding protein family
94500at50557	Complete	ptg000074l:10004772-9998148	10004772	9998148	-	223.4	157	https://v10-1.orthodb.org/?query=94500at50557	tRNA methyltransferase TRM10-type domain
94520at50557	Complete	ptg000012l:127548073-127537592	127548073	127537592	-	457.2	280	https://v10-1.orthodb.org/?query=94520at50557	Transcription factor TFE/TFIIEalpha HTH domain
94582at50557	Complete	ptg000004l:26550477-26543164	26550477	26543164	-	317.7	310	https://v10-1.orthodb.org/?query=94582at50557	Domain of unknown function DUF4789
94759at50557	Complete	ptg000142l:28036115-28036897	28036115	28036897	+	219.0	170	https://v10-1.orthodb.org/?query=94759at50557	Ribosomal protein L9, N-terminal
94916at50557	Complete	ptg000083l:50221003-50201215	50221003	50201215	-	474.7	237	https://v10-1.orthodb.org/?query=94916at50557	Ribosomal protein L2
95131at50557	Complete	ptg000041l:81629503-81664621	81629503	81664621	+	327.9	181	https://v10-1.orthodb.org/?query=95131at50557	ERCC1/RAD10/SWI10 family
95142at50557	Complete	ptg000009l:21829273-22018249	21829273	22018249	+	356.0	219	https://v10-1.orthodb.org/?query=95142at50557	PMP-22/EMP/MP20/Claudin superfamily
95144at50557	Complete	ptg000042l:5681278-5682288	5681278	5682288	+	508.4	289	https://v10-1.orthodb.org/?query=95144at50557	KRR1 small subunit processome component
95489at50557	Complete	ptg000261l:405482-464856	405482	464856	+	249.4	221	https://v10-1.orthodb.org/?query=95489at50557	Protein prenyltransferase, alpha subunit
95496at50557	Complete	ptg000142l:23982782-24036163	23982782	24036163	+	469.5	245	https://v10-1.orthodb.org/?query=95496at50557	BTBD10/KCTD20, BTB/POZ domain
95586at50557	Complete	ptg000041l:36020299-36027198	36020299	36027198	+	317.4	193	https://v10-1.orthodb.org/?query=95586at50557	NIPSNAP
95598at50557	Complete	ptg000040l:4537554-4547729	4537554	4547729	+	288.0	185	https://v10-1.orthodb.org/?query=95598at50557	Alanine racemase, N-terminal
95606at50557	Complete	ptg000004l:38304406-38299573	38304406	38299573	-	399.3	224	https://v10-1.orthodb.org/?query=95606at50557	Galactosyltransferase, C-terminal
95758at50557	Complete	ptg000081l:51051446-51039297	51051446	51039297	-	343.8	206	https://v10-1.orthodb.org/?query=95758at50557	Ubiquitin thioesterase
95945at50557	Complete	ptg000049l:15794640-15792427	15794640	15792427	-	455.7	272	https://v10-1.orthodb.org/?query=95945at50557	Methyltransferase type 11
95953at50557	Complete	ptg000016l:41680806-41718441	41680806	41718441	+	688.6	615	https://v10-1.orthodb.org/?query=95953at50557	dynein assembly factor 5, axonemal
96054at50557	Complete	ptg000016l:60287278-60271211	60287278	60271211	-	201.9	178	https://v10-1.orthodb.org/?query=96054at50557	RNA transcription, translation and transport factor protein
96115at50557	Complete	ptg000040l:49169954-49151520	49169954	49151520	-	352.3	249	https://v10-1.orthodb.org/?query=96115at50557	Protein prenyltransferase, alpha subunit
96170at50557	Complete	ptg000044l:4867430-4887615	4867430	4887615	+	347.0	202	https://v10-1.orthodb.org/?query=96170at50557	Glycosyltransferase 2-like
96194at50557	Complete	ptg000016l:63223265-63224367	63223265	63224367	+	185.5	166	https://v10-1.orthodb.org/?query=96194at50557	Cytochrome b5-like heme/steroid binding domain
96211at50557	Complete	ptg000072l:18315459-18316328	18315459	18316328	+	241.5	199	https://v10-1.orthodb.org/?query=96211at50557	Phosducin
96248at50557	Complete	ptg000025l:54782257-54767007	54782257	54767007	-	352.7	247	https://v10-1.orthodb.org/?query=96248at50557	CS domain
96474at50557	Complete	ptg000033l:8958919-8979402	8958919	8979402	+	246.2	201	https://v10-1.orthodb.org/?query=96474at50557	N-acetylglucosaminyl phosphatidylinositol deacetylase-related
96662at50557	Complete	ptg000041l:36369325-36371061	36369325	36371061	+	584.7	407	https://v10-1.orthodb.org/?query=96662at50557	Lysine methyltransferase
96740at50557	Complete	ptg000012l:94884093-94869581	94884093	94869581	-	548.7	299	https://v10-1.orthodb.org/?query=96740at50557	SH3 domain
96805at50557	Complete	ptg000020l:9974447-9984407	9974447	9984407	+	188.4	163	https://v10-1.orthodb.org/?query=96805at50557	Lysine methyltransferase
96808at50557	Complete	ptg000030l:27603719-27626513	27603719	27626513	+	389.5	239	https://v10-1.orthodb.org/?query=96808at50557	Nitric oxide synthase-interacting protein homolog
96857at50557	Complete	ptg000001l:41405710-41487745	41405710	41487745	+	384.0	259	https://v10-1.orthodb.org/?query=96857at50557	Copper type II ascorbate-dependent monooxygenase, C-terminal
96874at50557	Complete	ptg000004l:53214022-53200455	53214022	53200455	-	362.1	272	https://v10-1.orthodb.org/?query=96874at50557	DnaJ domain
96910at50557	Complete	ptg000041l:93625911-93681127	93625911	93681127	+	276.6	269	https://v10-1.orthodb.org/?query=96910at50557	Vacuolar fusion protein Ccz1
97065at50557	Complete	ptg000041l:82991077-82996192	82991077	82996192	+	323.3	200	https://v10-1.orthodb.org/?query=97065at50557	Phosducin, thioredoxin-like domain
97090at50557	Complete	ptg000001l:52093345-52100868	52093345	52100868	+	309.2	188	https://v10-1.orthodb.org/?query=97090at50557	tRNA (guanine-N(7)-)-methyltransferase
97125at50557	Complete	ptg000122l:3438513-3456245	3438513	3456245	+	269.8	160	https://v10-1.orthodb.org/?query=97125at50557	Zinc finger C4H2 domain-containing protein
97131at50557	Complete	ptg000034l:4876022-4852988	4876022	4852988	-	325.3	231	https://v10-1.orthodb.org/?query=97131at50557	Arrestin-like, N-terminal
97186at50557	Complete	ptg000005l:96066112-96045692	96066112	96045692	-	371.0	225	https://v10-1.orthodb.org/?query=97186at50557	FAM76 protein
97391at50557	Complete	ptg000062l:89985-90887	89985	90887	+	287.2	213	https://v10-1.orthodb.org/?query=97391at50557	Yip1 domain
97398at50557	Complete	ptg000012l:28915511-28930474	28915511	28930474	+	271.0	180	https://v10-1.orthodb.org/?query=97398at50557	Calycin
97426at50557	Complete	ptg000041l:76511579-76488174	76511579	76488174	-	282.6	207	https://v10-1.orthodb.org/?query=97426at50557	Zinc/iron permease
97692at50557	Complete	ptg000010l:20189732-20182112	20189732	20182112	-	387.4	209	https://v10-1.orthodb.org/?query=97692at50557	Eukaryotic translation initiation factor 6
97917at50557	Complete	ptg000012l:98698538-98699371	98698538	98699371	+	444.2	244	https://v10-1.orthodb.org/?query=97917at50557	7TM GPCR, serpentine receptor class v (Srv)
98071at50557	Complete	ptg000051l:38080872-38065273	38080872	38065273	-	300.7	234	https://v10-1.orthodb.org/?query=98071at50557	Pyridoxamine kinase/Phosphomethylpyrimidine kinase
98332at50557	Complete	ptg000009l:5563954-5572901	5563954	5572901	+	335.2	179	https://v10-1.orthodb.org/?query=98332at50557	SH3 domain
98341at50557	Complete	ptg000025l:72416221-72172507	72416221	72172507	-	284.4	199	https://v10-1.orthodb.org/?query=98341at50557	Mannose-P-dolichol utilization defect 1 protein
98381at50557	Complete	ptg000051l:56767430-56773078	56767430	56773078	+	182.4	174	https://v10-1.orthodb.org/?query=98381at50557	Zinc finger, HIT-type
98383at50557	Complete	ptg000040l:28996410-29011056	28996410	29011056	+	227.3	179	https://v10-1.orthodb.org/?query=98383at50557	Formyl transferase, C-terminal
98392at50557	Complete	ptg000009l:88390631-88377838	88390631	88377838	-	433.8	272	https://v10-1.orthodb.org/?query=98392at50557	Ribosomal protein L3
98549at50557	Complete	ptg000047l:5839111-5859936	5839111	5859936	+	439.3	345	https://v10-1.orthodb.org/?query=98549at50557	GPI transamidase subunit PIG-U
98621at50557	Complete	ptg000012l:36372383-36430225	36372383	36430225	+	151.2	130	https://v10-1.orthodb.org/?query=98621at50557	Serine proteases, trypsin domain
98712at50557	Fragmented	ptg000142l:25042113-25031905	25042113	25031905	-	90.1	89	https://v10-1.orthodb.org/?query=98712at50557	Protein of unknown function DUF4807
98731at50557	Complete	ptg000053l:7083848-7066765	7083848	7066765	-	265.0	190	https://v10-1.orthodb.org/?query=98731at50557	UNC-50
98739at50557	Complete	ptg000041l:35327738-35311191	35327738	35311191	-	220.9	145	https://v10-1.orthodb.org/?query=98739at50557	Target SNARE coiled-coil homology domain
98887at50557	Complete	ptg000083l:61139084-61140772	61139084	61140772	+	201.0	162	https://v10-1.orthodb.org/?query=98887at50557	IRS-type PTB domain
98900at50557	Complete	ptg000142l:5238739-5257816	5238739	5257816	+	314.0	218	https://v10-1.orthodb.org/?query=98900at50557	Alpha carbonic anhydrase domain
98955at50557	Complete	ptg000066l:1532976-1587328	1532976	1587328	+	316.3	242	https://v10-1.orthodb.org/?query=98955at50557	DNA-directed RNA polymerase, insert domain
98981at50557	Complete	ptg000025l:54822843-54804450	54822843	54804450	-	302.4	273	https://v10-1.orthodb.org/?query=98981at50557	Sin1, middle CRIM domain
98987at50557	Complete	ptg000047l:15463395-15441709	15463395	15441709	-	235.0	181	https://v10-1.orthodb.org/?query=98987at50557	Ubiquitin domain
99019at50557	Complete	ptg000091l:4522033-4522734	4522033	4522734	+	263.2	171	https://v10-1.orthodb.org/?query=99019at50557	NAD(P)H-hydrate epimerase
99059at50557	Complete	ptg000142l:18110767-18122061	18110767	18122061	+	327.0	191	https://v10-1.orthodb.org/?query=99059at50557	translocon-associated protein subunit alpha
99132at50557	Complete	ptg000160l:6998548-7008506	6998548	7008506	+	321.3	261	https://v10-1.orthodb.org/?query=99132at50557	N2227-like
99263at50557	Complete	ptg000029l:26107880-26080821	26107880	26080821	-	216.5	180	https://v10-1.orthodb.org/?query=99263at50557	THUMP domain
99280at50557	Complete	ptg000125l:7699581-7655553	7699581	7655553	-	365.1	235	https://v10-1.orthodb.org/?query=99280at50557	Sas10/Utp3/C1D
99293at50557	Complete	ptg000001l:10193970-10094952	10193970	10094952	-	486.6	324	https://v10-1.orthodb.org/?query=99293at50557	CRAL-TRIO lipid binding domain
99327at50557	Complete	ptg000016l:48106614-47953885	48106614	47953885	-	192.1	118	https://v10-1.orthodb.org/?query=99327at50557	Mediator complex, subunit Med20
99401at50557	Complete	ptg000012l:115510378-115367528	115510378	115367528	-	185.0	98	https://v10-1.orthodb.org/?query=99401at50557	CS domain
99751at50557	Complete	ptg000022l:5114070-5051831	5114070	5051831	-	351.9	222	https://v10-1.orthodb.org/?query=99751at50557	Eukaryotic translation initiation factor 3 subunit E-1
99756at50557	Complete	ptg000016l:62936930-62924084	62936930	62924084	-	303.4	208	https://v10-1.orthodb.org/?query=99756at50557	Replication termination factor 2
99762at50557	Complete	ptg000132l:5365757-5344225	5365757	5344225	-	338.6	247	https://v10-1.orthodb.org/?query=99762at50557	Target SNARE coiled-coil homology domain
99770at50557	Complete	ptg000053l:10085234-10109657	10085234	10109657	+	383.0	272	https://v10-1.orthodb.org/?query=99770at50557	Activator of Hsp90 ATPase homologue 1-like
99773at50557	Complete	ptg000084l:7640252-7650602	7640252	7650602	+	520.7	309	https://v10-1.orthodb.org/?query=99773at50557	GPN-loop GTPase
99930at50557	Complete	ptg000066l:152727-228450	152727	228450	+	232.3	192	https://v10-1.orthodb.org/?query=99930at50557	Pinin/SDK/MemA protein
