			% of divergence bins:
Rname	Rclass	Rfam	[0;1[	[1;2[	[2;3[	[3;4[	[4;5[	[5;6[	[6;7[	[7;8[	[8;9[	[9;10[	[10;11[	[11;12[	[12;13[	[13;14[	[14;15[	[15;16[	[16;17[	[17;18[	[18;19[	[19;20[	[20;21[	[21;22[	[22;23[	[23;24[	[24;25[	[25;26[	[26;27[	[27;28[	[28;29[	[29;30[	[30;31[	[31;32[	[32;33[	[33;34[	[34;35[	[35;36[	[36;37[	[37;38[	[38;39[	[39;40[	[40;41[	[41;42[	[42;43[	[43;44[	[44;45[	[45;46[	[46;47[	[47;48[	[48;49[	[49;50[
Halyomorpha_halys-6_family-1636	LINE	I	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-4_family-1120	Unknown	Unknown	0	0	40	197	156	172	743	1065	4143	8299	15361	21668	25827	36833	28864	21331	21955	19533	10289	4491	3345	1974	982	734	796	1500	1078	304	0	117	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-1_family-718	DNA	TcMar-Tc1	63	0	205	185	500	1122	2620	4666	6001	8047	12915	13326	16336	16341	15624	16125	13272	10316	6978	4897	4774	3236	2049	2096	466	557	395	254	236	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Halyomorpha_halys-1_family-733	DNA	TcMar-Mariner	0	0	0	0	0	0	0	0	0	46	0	0	0	74	64	468	43	2366	2192	788	1176	1392	1285	2450	3565	2352	4202	6324	9307	7227	6976	2983	1957	983	286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE0310_SO2_FAM1306	DNA	PIF-Harbinger	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	118	190	0	499	821	707	388	851	526	297	158	316	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Halyomorpha_halys-4_family-323	Unknown	Unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-4_family-151	Unknown	Unknown	29	70	163	160	268	399	1110	1605	2024	3340	5189	6455	6465	6533	5672	6517	6679	4261	3363	3004	2195	1064	344	251	67	94	185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-3_family-695	DNA	TcMar-Tc1	62	0	73	156	89	215	267	525	568	746	1858	3177	4942	9078	15797	25309	30365	37722	45146	46019	43584	36488	22408	21615	14927	6495	4709	4281	2678	2049	2105	631	502	395	204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-5_family-4586	Unknown	Unknown	0	0	0	0	0	0	58	126	0	444	1047	140	749	506	573	1165	2067	1817	3533	3227	8469	6341	10527	4929	10968	8099	1846	3629	1087	327	0	0	589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRANSIB3	DNA	CMC-Transib	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	82	42	0	0	0	0	0	0	0	0	0	196	121	0	281	22	0	0	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-5_family-4416	Unknown	Unknown	0	0	0	0	46	135	205	762	926	3738	4300	5874	7941	8154	14521	7938	9154	10553	8119	3955	5669	2424	1443	952	282	634	1	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-4_family-3159	DNA	TcMar-Tc4	0	0	0	0	403	1396	7606	10846	10216	13726	14465	8218	9025	3843	3082	1535	2708	679	238	8728	12937	1728	2979	1102	2816	5772	3551	2928	650	214	273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-5_family-8996	DNA	hAT-Blackjack	4644	4739	9201	6360	6240	3096	1666	1317	604	92	79	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-5_family-4227	Unknown	Unknown	0	0	0	0	0	36	63	0	0	0	47	186	562	773	840	1976	2364	3696	7042	11248	11598	16014	17452	19030	20529	15998	13603	9283	7239	4251	2334	1715	705	233	476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-1_family-325	LINE	L2	1078	2231	2123	3021	2911	3348	2419	3196	1265	1851	2912	3241	2051	1776	2568	4045	4956	3352	2804	5028	5095	4584	3013	1298	967	518	53	0	34	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-5_family-4966	Unknown	Unknown	77	182	245	326	815	542	1018	930	1420	1272	1514	1105	1334	375	520	274	339	56	205	112	124	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE1231_SO2_FAM2199	Unknown	Unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
I-1_Hmel_F	LINE	I	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	60	0	138	44	46	178	42	118	133	708	0	0	59	69	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE3369_SO2_FAM819	Unknown	Unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0	77	0	483	836	127	0	65	0	0	0	188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zenon-2_Hmel_D	LINE	CR1-Zenon	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	56	0	0	0	0	272	135	0	0	0	91	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-5_family-20552	Unknown	Unknown	0	320	290	369	802	1856	1951	1801	2726	3160	2379	1811	2111	1757	1005	793	615	538	53	93	129	0	80	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE2379_SO2_FAM0044	LTR	Gypsy	27	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-5_family-139	DNA	TcMar-Tc1	0	0	155	218	566	2289	4952	4386	6433	15516	9846	8611	5608	3060	4814	3795	3688	5721	2303	3785	4428	765	735	439	427	0	0	72	9	0	104	120	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-5_family-3038	Unknown	Unknown	0	71	164	969	2333	7823	13399	17066	13377	9538	3795	1877	1197	890	82	120	61	0	168	0	159	0	583	260	65	78	279	286	181	758	294	311	694	211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-1_family-356	LINE	R2	1694	13908	169304	249387	114691	55009	40428	31730	32167	22282	16686	11682	11606	11471	5791	6446	4644	3381	2368	2158	1694	936	1078	605	1667	3563	4940	12007	23881	35511	28904	21778	14560	9511	5348	2899	585	409	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-1_family-875	DNA	TcMar-Tigger	1147	4930	34808	23692	17449	11203	7889	4458	5304	5983	2596	3733	3176	1771	2427	2915	1735	1125	1366	497	423	277	211	247	78	86	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE0853_SO2_FAM1833	Unknown	Unknown	0	0	0	0	0	0	30	0	0	0	0	0	0	0	56	44	120	92	7	167	50	0	197	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-5_family-10255	DNA	hAT-hAT19	684	5492	43709	38318	28659	8908	3631	200	583	0	0	43	33	0	0	42	0	0	0	0	384	57	187	880	705	879	2289	3579	4732	2846	3246	1782	2114	3691	1799	288	112	106	111	53	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-5_family-1695	DNA	TcMar-Tc1	196	142	701	1008	1054	791	977	636	75	0	78	0	0	0	0	0	0	0	0	181	0	0	0	0	0	0	0	62	0	0	0	0	0	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-5_family-10528	DNA	TcMar-Tc1	0	0	80	0	194	433	385	692	1474	1235	1986	1577	1109	1474	686	855	856	555	363	255	284	92	174	0	189	0	333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE0229_SO2_FAM1228	DNA	TcMar-Tc1	0	0	0	29	0	0	31	0	35	64	0	88	109	0	168	95	93	189	130	191	88	453	551	440	477	609	188	262	633	964	5766	13401	36716	35377	32810	4639	1206	329	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-4_family-347	Unknown	Unknown	102	0	701	344	980	1143	2460	3108	6133	15962	14020	14308	7861	6482	5354	7878	7844	12096	11052	9490	9692	7563	4632	4419	1733	1878	1044	213	112	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-5_family-4553	DNA	hAT-Charlie	0	376	19713	2318	1938	2186	1666	1332	1684	784	460	1955	2376	1731	3992	9772	6685	4934	7051	10573	16747	21280	23007	30537	28613	25394	27013	23751	8556	1748	2002	1653	190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-5_family-1455	Unknown	Unknown	196	258	2047	2491	13660	20290	54690	135242	143643	65603	57687	66596	59577	33371	19588	13172	11287	8929	3566	4663	4295	2924	2518	1979	1369	1381	849	498	1018	69	593	947	13097	1649	738	868	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE0940_SO2_FAM1918	Unknown	Unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	66	100	0	69	74	28	388	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-5_family-2309	Unknown	Unknown	98	0	39	313	261	298	687	2278	3251	4873	8815	10916	15623	14073	20417	16380	15460	11241	7680	4331	3294	1577	1375	684	557	918	841	1739	267	293	1104	524	594	260	0	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-5_family-6697	DNA	TcMar-m44	32	62	451	490	757	1996	2107	2829	5372	7687	10037	8551	9705	10604	10054	8632	8173	6541	4322	4449	2752	1855	1711	1236	689	682	569	233	187	15	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Helitron9_Hera	RC	Helitron	0	0	0	0	0	0	0	0	0	42	53	0	40	46	737	1212	3096	5184	6383	11505	15896	9273	6778	3072	2417	1027	701	524	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE0959_SO2_FAM1936	Unknown	Unknown	0	0	0	0	0	34	31	0	34	43	0	269	108	305	105	305	431	1110	2496	2270	6607	8356	14766	14038	10045	12587	27426	52969	70206	150088	109468	23674	5760	1287	775	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0
piggyBac-1_Hmel	DNA	PiggyBac	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-1_family-913	Unknown	Unknown	833	2476	48625	173374	161099	65255	23597	5328	1981	245	465	405	114	318	438	294	122	33	139	0	0	0	0	0	0	0	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-5_family-794	Unknown	Unknown	0	60	182	215	352	765	2510	3920	10516	15798	23876	15434	22203	17470	11120	9437	6818	3067	1751	1214	282	283	129	70	10	62	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
L2-14_Hmel_B2	LINE	L2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	233	450	0	100	148	0	0	67	74	168	306	325	332	2364	4723	12145	22657	22286	17139	1988	0	0	0	0	0	0	0	0	0	0	0	0	0
Halyomorpha_halys-1_family-407	LINE	I	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	44	453	178	459	836	1489	1014	1557	541	579	1098	1693	3788	7430	7575	4229	2012	464	671	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE1138_SO2_FAM2108	Unknown	Unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	108	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-5_family-3779	SINE	tRNA	33	0	0	0	0	0	0	0	115	82	356	1031	569	738	1013	1035	1649	2446	2839	4323	3854	6290	7077	4208	5466	4195	4481	2638	1382	899	274	150	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-4_family-2302	Unknown	Unknown	768	1861	8408	11217	16613	16009	12868	7947	4613	3914	1498	1402	463	1166	206	578	673	260	206	317	269	139	50	64	129	170	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-1_family-113	Unknown	Unknown	269533	532480	647274	434700	219048	70034	26362	11788	3711	2294	753	77	504	176	587	494	669	1286	1408	1414	1716	2398	2992	2128	1427	1922	606	708	196	0	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE1226_SO2_FAM2194	Unknown	Unknown	0	0	0	0	0	0	0	0	0	0	38	0	0	46	0	0	0	0	0	0	0	109	0	88	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE1160_SO2_FAM2129	Unknown	Unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE3294_SO2_FAM061	LTR	Gypsy	0	53	47	69	150	38	390	114	149	383	407	617	1028	498	553	833	780	945	655	874	629	574	518	468	229	375	216	248	78	112	33	83	0	32	121	413	38	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-5_family-334	Unknown	Unknown	32	0	36	392	732	1959	4504	6557	11213	15479	15040	9908	7870	1754	1049	627	434	407	137	65	179	260	231	525	406	139	129	135	336	204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-4_family-501	Unknown	Unknown	32	410	970	1159	2131	6380	27259	46779	50893	42943	38766	44342	33983	28867	21116	15343	9055	3997	2135	1965	968	521	1083	287	123	440	368	0	149	214	312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-5_family-2280	DNA	TcMar-Tc1	0	0	46	0	50	52	0	358	0	764	563	964	742	2113	4101	7211	6410	4405	4286	3457	4131	2391	4157	3147	5329	8844	8133	7419	4483	2507	1790	1456	1264	1915	1732	1742	156	0	0	0	0	0	0	0	0	0	0	0	0	0
TE1552_SO2_FAM2503	Unknown	Unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-5_family-5344	DNA	TcMar-Tc1	358	661	2158	4319	6714	14645	15570	21840	9940	8526	3169	3749	4324	9788	9570	12867	12776	9507	15961	18057	11717	6922	5174	2911	1708	1839	2805	4629	4172	1037	4045	3684	1030	993	0	202	0	253	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-5_family-8856	DNA	TcMar-Tc1	79	200	1035	3883	5818	13377	14068	17908	11223	7681	3693	2007	718	435	851	186	873	466	620	1480	2247	1298	2101	1155	986	1278	306	753	472	101	509	193	0	274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE3313_SO2_FAM692	DNA	TcMar-Tc1	0	0	0	0	0	35	0	0	497	41	153	212	991	1321	524	1729	522	838	744	369	330	275	218	147	85	142	95	124	368	0	133	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-5_family-3195	DNA	hAT-Blackjack	138	575	976	508	2719	3355	4242	6812	6984	4179	7124	5051	5839	4652	5097	5793	7884	7238	10744	9695	10135	6921	6724	7587	2761	1959	2173	1106	593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-1_family-820	Unknown	Unknown	1214	1662	2879	1817	1551	532	648	382	228	260	316	44	143	207	0	251	57	93	231	87	0	292	263	0	136	0	71	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-1_family-1174	Unknown	Unknown	0	0	0	55	0	193	140	251	87	815	338	705	851	977	1013	1352	621	835	861	727	562	354	484	374	81	68	105	113	0	254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-5_family-13071	DNA	TcMar-Tc1	87	0	412	494	976	2169	1144	4950	6917	13893	9483	4814	4948	2440	1405	815	937	589	1536	1040	1497	849	618	763	512	190	278	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-5_family-174	LINE	CR1	73	75	0	611	1503	2459	8377	14688	24012	14475	8733	12438	13626	13043	9367	5680	3235	1593	501	896	191	115	0	82	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-4_family-4610	DNA	TcMar-Tc4	203	313	1157	1626	6058	16489	43074	113687	121414	120436	79650	47157	20962	10257	5152	2421	1468	767	156	240	267	0	0	3	146	145	0	0	105	0	0	0	0	0	0	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE2557_SO2_FAM0618	DNA	Academ-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-5_family-1239	DNA	TcMar-Mariner	37	0	0	32	0	39	311	254	492	212	1745	1015	2646	4944	6809	9294	15877	32234	38511	34945	37578	25820	25416	15103	7930	7868	3842	2012	1091	1693	245	332	194	107	90	193	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE0565_SO2_FAM1550	Unknown	Unknown	0	0	0	0	0	0	0	0	0	0	37	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-5_family-4153	Unknown	Unknown	29	0	0	322	258	838	1716	2239	2829	3114	3359	4836	4644	5062	3626	3912	3418	3594	3061	3434	3076	3038	1930	1038	533	201	858	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE3398_SO2_FAM979	Unknown	Unknown	0	0	0	0	0	0	0	0	0	0	37	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE2444_SO2_FAM0506	Unknown	Unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-1_family-29	LINE	Penelope	12044	24676	191405	749305	1105894	811013	473387	306541	313372	324974	354000	307628	280480	272293	268256	251006	199307	174167	137228	125266	128895	103811	100958	69793	51376	37706	18447	7693	5165	2458	1222	169	283	127	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE2282_SO2_FAM0346	LTR	Gypsy	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	118	424	0	0	307	310	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-5_family-3985	Unknown	Unknown	1687	14603	42908	47711	24490	9034	1924	405	349	178	165	56	101	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-4_family-1319	DNA	hAT-hAT19	11415	65958	36982	8386	2255	3264	1597	4783	6865	6242	9039	4800	4355	3849	5219	3852	5005	3594	3427	3991	2362	1510	1357	1639	1283	1415	704	329	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-3_family-178	LINE	L2	1101	162	1060	441	2403	6349	13846	23243	33659	43795	37870	26790	22352	17311	11739	12058	10425	9469	10547	7595	8208	4034	2043	849	464	214	277	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE1032_SO2_FAM2006	Unknown	Unknown	0	0	0	57	0	0	118	0	0	0	30	0	0	0	0	0	123	0	1001	2050	2766	3709	5305	4805	2558	1712	1505	848	558	527	152	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-1_family-1044	Unknown	Unknown	0	0	49	0	114	2724	10966	16788	11827	11751	12670	13259	18643	13943	16624	20790	22563	18743	8009	5487	2271	558	89	67	0	68	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CR1-9_Hmel_A	LINE	CR1	0	0	0	0	0	0	0	0	0	0	0	42	41	0	0	0	0	0	0	0	76	175	1195	123	320	364	447	670	535	1168	108	591	420	2831	3195	358	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE0276_SO2_FAM1273	Unknown	Unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-3_family-821	Unknown	Unknown	47	0	512	241	828	682	1953	2480	6021	17045	30231	42222	56845	79973	74903	58302	45910	33889	17559	14770	8021	5121	2204	1070	503	132	0	65	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
nMar-1_Htim	DNA	TcMar-Mariner	0	0	0	0	0	0	60	41	38	330	856	1203	83	1427	0	385	60	98	0	0	208	74	0	282	237	1074	735	1239	3344	6001	13567	26150	34299	45766	28295	16194	11913	3929	910	250	43	0	0	0	0	0	0	0	0	0
TE2395_SO2_FAM0459	LINE	RTE-BovB	0	0	0	0	0	0	0	0	34	63	89	0	0	83	85	130	268	179	48	225	88	500	620	117	101	284	1042	915	440	1232	554	177	0	474	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE2623_SO2_FAM0684	Unknown	Unknown	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	122	19	0	0	0	0	66	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE0903_SO2_FAM1882	Unknown	Unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-4_family-3976	DNA	TcMar-Tc1	121	1347	1175	9171	35164	81569	103991	94098	66546	31039	17384	3715	3371	1268	711	476	347	163	370	0	340	568	524	611	498	454	718	1274	2965	6930	3926	6360	6039	6502	5523	2326	1168	1080	0	0	0	0	0	0	0	0	0	0	0	0
TE1534_SO2_FAM2487	Unknown	Unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE2481_SO2_FAM0542	DNA	hAT-Ac	68	0	35	0	143	261	281	403	311	664	879	1058	1432	1242	1785	1658	2037	1622	1754	1123	1689	1053	1284	1019	634	481	207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-4_family-1901	DNA	TcMar-Tc1	0	69	0	637	1573	5059	7771	10072	14853	14593	16292	27252	19973	6653	2161	507	427	1859	811	2813	4245	4957	5785	4503	3308	4136	8546	8082	8425	2714	391	372	314	373	520	210	539	0	326	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-3_family-20	Unknown	Unknown	371	64	229	783	2076	4103	7993	10812	24484	36525	48694	64003	67667	74260	65514	50603	41581	27696	19582	11493	7856	2386	1608	877	543	554	0	62	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE2496_SO2_FAM0557	Unknown	Unknown	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RTE-2_Hmel_B	LINE	RTE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	74	205	70	370	55	165	1488	194	0	427	85	0	312	685	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-1_family-747	Unknown	Unknown	303	9068	30241	77872	81996	80395	59466	28277	27613	4759	3117	1810	728	694	1756	374	183	185	190	0	0	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE1508_SO2_FAM2463	LINE	RTE-BovB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE0513_SO2_FAM0015	LTR	Gypsy	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	63	0	0	78	148	0	0	62	0	558	0	0	0	0	145	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE0530_SO2_FAM1515	Unknown	Unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-5_family-4142	DNA	TcMar-Tc4	0	0	0	0	0	80	0	0	398	185	441	790	1287	2202	3752	9521	10852	7819	7012	4413	4833	3586	1705	481	835	1518	1284	905	1820	3492	3639	3898	2382	0	370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-1_family-916	LINE	R2	18221	266735	130067	91068	44281	26548	13752	11401	7863	6754	8511	7259	6868	7315	7748	5615	6207	6868	5479	2307	4148	1727	2071	3216	1586	1616	1114	1027	1091	928	2612	2405	1615	986	706	712	57	184	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-4_family-3001	DNA	DNA	1925	3285	15502	35418	42252	35995	24151	15791	12291	10522	10079	6589	7135	5769	4670	2043	2454	1067	514	502	578	4631	10645	4818	738	908	1505	293	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-5_family-1306	LINE	LINE	50	186	278	894	4630	6916	11735	11593	10457	5895	4116	1275	326	308	411	0	388	199	0	94	169	550	552	482	1175	1514	2055	660	849	105	580	0	142	154	313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
